Misc,Computers,Sound,Stem_Cell,Nature,Cancer,Relationships,Brain,Space,DNA,Economy,Robots
0.0,0.06277187334488776,0.0004170619203097287,0.01515867750102763,0.03881824341198854,0.0,0.0,0.025596090213214198,0.008493752059849195,0.0,0.022654440849877694,2.3427428814740648e-05
1.945344502155885e-05,0.06128088556072825,0.0,0.0,0.02134373562040876,0.0,0.027871423077454063,0.0020978790572052874,0.018935319544630784,0.005132019109059188,0.0,0.0
0.0,0.006634668768818219,0.0,0.0,0.0,0.0,0.06327451528196003,0.0,0.01934174943096051,0.0,0.08618379842872274,0.014451163833838146
3.5501964092990178e-06,0.01762992168676529,0.0,0.0,0.05053983034382289,0.0,0.08138967904833079,0.0,0.0,0.0,0.025100679669485915,0.0
0.0,0.0021520709158041164,0.0,0.015985376872964623,0.0,0.034112302284604115,0.01687430362178232,0.0,0.002759557400755441,0.2546833338558587,0.0,0.0
0.0,0.010609495307568531,0.0,0.0039420663082275695,0.03711599877325858,0.0,0.02740286398333591,0.0,0.0,0.0,0.088902669397026,0.0
2.766092758194362e-07,0.07127876301010376,0.0,0.0,0.0,0.0001675729912129051,0.0034619056964741404,0.0,0.0,0.0,0.03168299605227546,0.0
0.0,0.035231938308200844,0.0035225877152498656,0.04399316691506724,0.0,0.0011328437326952317,0.0,0.07867235707507794,0.01578166646030566,0.09780752592133213,0.04934202181873886,0.015271892705768344
0.0,0.008689924644354233,0.0008729038766909816,0.08125641670311282,0.0,0.007022242028906197,0.02007927187637866,0.02657466024797115,0.007996755342531624,0.06391427664254835,0.018453062358962487,0.001844724173293909
1.094661055057176e-05,0.0,0.0014248585383914148,0.021806773081735426,0.12597856253952477,0.0,0.006977431970378814,0.0034878255146777865,0.037794638065847895,0.02949509737747193,0.0,0.00016330133104765573
0.0,0.08383900638298117,0.0,0.003881756895930463,0.0,0.0,0.0012295779644451868,0.0,0.0,0.0,0.05055053528328477,0.0
1.2615066606085887e-06,0.0,0.0,0.002531966162186968,0.004761800931774832,0.0,0.0,0.0,0.3153884333313626,0.023260113710948147,0.01643305006221892,0.009389825561747028
0.0,0.054445593419427674,0.0,0.0025144746832933226,0.008554600465162857,0.04337270536192288,0.032465940741433025,0.001444233741063087,0.0018957526882661957,0.0,0.010468081458724948,0.002470600593547379
0.0,0.014072838722198605,0.042366908240560774,0.0,0.0070033294896716435,0.016093599474502788,0.02846274596208526,0.06017452629325923,0.027392121260874702,0.04384795069721131,0.04066424489562332,0.005717678603128016
0.0,0.023958877926612884,0.19502972336916496,0.001072832210793376,0.0002854125782555287,0.0,0.0015809132908851662,0.003267650488962137,0.007470800362868521,0.0017046610695333573,0.0,0.002776975189952353
0.0,0.042659525499198846,0.17621262905017052,0.0,0.0,0.0,0.006197692559700486,0.0,0.0,0.0,0.0,0.0
0.0,0.002312085147394193,0.0,0.0,0.0,0.006172212194524165,0.0,0.01667829064717713,0.2690752954556858,0.014242630523140279,0.026197019146849708,0.0
3.395983627261681e-06,0.06253498473207021,0.0,0.012269800189839659,0.0,0.0,0.0,0.0,0.10327067604786828,0.05529609464720191,0.0,0.008652820470109282
4.5768417565344347e-07,0.08616342924717438,0.0,0.0,0.015979526212102784,0.0,0.0,0.0,0.0075659117591445006,0.0,0.010592440470587187,0.0
1.414766996191488e-05,0.056874241130239006,0.0,0.0,0.003209597487029908,0.0,0.025892835493464935,0.0012783679798423443,0.008472528901801623,0.0,0.0,0.0
0.0,0.013111234684520068,0.0,0.005194435707215088,0.07845804991736025,0.0,0.0,0.0,0.0,0.0,0.10059984517199136,0.0049962204682967
0.0,0.00702836627732385,0.0006921737105110716,0.0006423876637765184,0.06409699540972753,0.0015350711547226074,0.033635501948591516,0.0,0.0,0.0,0.12304368734280118,0.0
0.0,0.04660703398950836,0.0,0.001195509987744252,0.01734309508608219,0.019716716649987556,0.009597193120770196,0.0,0.0,0.0,0.10878886817950839,0.0
4.537117421711466e-05,0.009329427563633256,0.03152491476337617,0.0,0.005753093083296752,0.0,0.12643380564949974,0.0,0.0,0.0,0.030207600252695102,0.0
9.591867849805639e-06,0.042922816460253845,0.0,0.0,0.05126708421324088,0.0,0.012872977558913479,0.0,0.0,0.0,0.099855074717816,0.0019274800712613287
0.0,0.03206258308637169,0.0,0.016755325556629827,0.0,0.08345992052268919,0.0016900301740448748,0.1196959583251989,0.004486382599775565,0.0,0.010782921859251452,0.0021031036698894215
6.260893830817918e-07,0.020081268241975717,0.0014114028036341583,0.0,0.002428488312579808,0.04425746388834913,0.03226154789499066,0.0020397687067163772,0.002270270577187993,0.022192909137021863,0.04971824301082968,0.0
3.8136150955546457e-06,0.00670168123699948,0.005228044927355558,0.0,0.0,0.008035834426834103,0.05777431188147627,0.0035271477763443456,0.009520428443892493,0.011139430057996674,0.1423935294838024,0.0
0.0,0.0,0.0019789460161739976,0.0,0.008126433888210138,0.011610869328416987,0.14030660119058702,0.00238448262594334,0.0050521602938873944,0.0012757038887819482,0.0,0.03112790113207098
0.0,0.011218850100660755,0.0004985736908833306,0.0022199666489642177,0.02958665136704123,0.011269929127503015,0.02608648039662987,0.0,0.004677413013922632,0.0029233901284275218,0.03752841341939237,0.000244863586922288
0.0,0.013858538143661994,0.0,0.0,0.019812539594575632,0.016348238747126136,0.0007445677993584861,0.0,0.0,0.0,0.10643752322935754,0.0
0.0,0.06335169299747062,0.02829495035948001,0.0,0.0,0.0,0.0,0.0,0.0022467049336874507,0.0,0.09039451152427792,0.0
8.27571896422386e-06,0.0,0.0,0.0,0.04142391398137386,0.0,0.152335839595555,0.0,0.008043476534506894,0.007583452188671407,0.0,0.0
0.0,0.06892037862559165,0.0008033187091557094,0.0033500566227870976,0.0,0.0,0.0,0.0024469240682425454,0.0,0.0,0.0,0.021768126647336513
0.0,0.037786095550279064,0.029116607426573807,0.0,0.0,0.0,0.10399691264702583,0.021811152938062187,0.0,0.0,0.005928511455094961,0.0
0.0,0.01797175546522757,0.0,0.002343555663210688,0.0,0.056742766296414435,0.023193631851848296,0.013068529003677791,0.015981258445826593,0.09190566860611338,0.021124467582977723,0.0
3.001603393572548e-06,0.021724861484752427,0.002645238758329226,0.007020342855657628,0.0,0.0,0.04471562447521268,0.014699116791986025,0.0188890970265753,0.033519215085008255,0.059155887728015,0.0012275261190684156
1.463172920916235e-05,0.004718975442656717,0.0047369262126636036,0.0,0.09107052267021214,0.0,0.08162057507904945,0.01453174568338315,0.012484724073870712,0.04110817042827364,0.015006695251555473,0.0
0.0,0.03247589332105492,0.002455687040782933,0.0,0.0,0.0044334883917250606,0.01972766432208313,0.0,0.0,0.0,0.00919435435370766,0.001399434192033505
4.074910983981314e-06,0.01293333027038782,0.0,0.0,0.0003470234777962707,0.006070231012199032,0.08908349265785659,0.0037686893587588733,0.014523343953960113,0.004461872423943499,0.015458102851519292,0.0
2.005680301797998e-05,0.03598189973460727,0.010774463621779744,0.006472951489429982,0.0,0.006259699295685341,0.0,0.0,0.012473391317661522,0.027611191171697136,0.07451535237696004,0.0010063546187912954
2.735363433736222e-06,0.03895140543573594,0.0,0.0,0.013038557209451337,0.0054673189839462575,0.0393231143722372,0.005661863414924131,0.002350388532648529,0.0,0.01849994577356503,0.0025791214889428343
0.0,0.03310330676192864,0.0062368465946303535,0.02163640181519352,0.04577530725392981,0.0,0.0,0.0,0.06250933411822032,0.00668805832095516,0.10481551396601366,0.0008397320443468734
2.3509135586634424e-06,0.03815905934214966,0.00759402635983625,0.0,0.0,0.0,0.0069386519406614095,0.0,0.008683131859788345,0.0,0.09596387129411561,0.0
1.3526653228677325e-06,0.03438917943779311,0.05259590008927745,0.0,0.03773783209657745,0.0,0.02958424832247377,0.03673217779638625,0.0,0.04691856413532877,0.0,0.0008260207402337107
4.2192458916630344e-06,0.02302215864219016,0.0027808768190098537,0.03800352071998474,0.059773658523517056,0.0,0.0,0.011208087694542679,0.015846156956358097,0.022489466521050844,0.0,0.009870287733505978
9.853102100967848e-06,0.05241458193652794,0.0052905754851959065,0.0,0.002397773760524588,0.0,0.016042257608015004,0.011119662293974906,0.03989277135401688,0.0,0.0,0.003491949416871795
0.0,0.015886118837504876,0.0,0.006970430069697277,0.0,0.0,0.0,0.0,0.0,0.0,0.15849710447624032,0.0
4.733439815087717e-06,0.007402444957170886,0.012844745281564634,0.08839160347208955,0.002462517539483571,0.011154548062053165,0.00441875632938233,0.0,0.006971208048000817,0.21941610025066327,0.031363541411087145,0.0
0.0,0.0,0.00511482919831726,0.0,0.01732789428555024,0.003858919887982124,0.03811839700293623,0.0,0.005039027314146059,0.0,0.0,0.0010435555916635463
0.0,0.019134277185404894,0.0,0.0030253368011814736,0.014544317733366532,0.004734165100620428,0.02769755013600556,0.017262983783000427,0.002422893460406341,0.0,0.0,0.0134353146460439
2.214062943535777e-06,0.0,0.0,0.0,0.11547106167785935,0.0,0.0,0.0,0.008689367141845625,0.180606423891862,0.0,0.0
0.0,0.0,0.0,0.0,0.00761195886934607,0.009293875433860854,0.10319801156945685,0.0,0.003935416642521157,0.0005244450344410439,0.1192114201435423,0.004375367776213344
0.0,0.0,0.0011520389809365542,0.005528070737018475,0.01239277679277749,0.051366302672645005,0.007515138040905989,0.0014698197319936894,0.0,0.0004931661938693553,0.16292003211870257,0.0
0.0,0.0007771445531469513,0.0013565073970003203,0.0006404085852227378,0.0,0.00041089459683891865,0.12563196696596587,0.0,0.00876094818520314,0.0,0.0,0.0
0.0,0.06736188576133632,0.07649907768839906,0.0,0.0,0.0,0.057683559723187755,0.0,0.0,0.0,0.012542737606783474,0.0
0.0,0.010847286818914007,0.010282005567078945,0.0,0.11510937700070652,0.0,0.02475564762229779,0.0,0.02182698949857523,0.0,0.0,0.0
0.0,0.11057768224709444,5.40564413151571e-05,0.009210675048021142,0.0,0.0,0.0,0.0,0.0025230274869663893,0.03557075020795588,0.018067092208381614,0.012224035768197158
0.0,0.00391396790220976,0.0008616943435131685,0.0009999970718375783,0.0,0.003880392888640941,0.012878863548495397,0.0006099647501867735,0.0007096927913027498,0.004544338393769936,0.16375014104881222,0.0
3.4338416731218774e-06,4.0048025426609264e-05,0.0013946037932161663,0.0,0.0,0.0,0.0,0.0,0.0,0.021802636836116756,0.1939246121645806,0.0
0.0,0.02851203846107252,0.0,0.010263867379369383,0.0037749957652944855,0.01848125150435831,0.033562205696521435,0.006271521220686847,0.0,0.0,0.051483477901201447,0.0
7.152334105945762e-06,0.016122833031363686,0.012710244963404949,0.0,0.004669077925747288,0.0,0.05095554749502336,0.04270119798589575,0.03604028478681203,0.05352222797534012,0.012902881373231236,0.0
0.0,0.04572378155628938,0.0013955255602310292,0.0,0.0,0.012991070251788804,0.07831057377564617,0.024143371010605635,0.0,0.003314270654704297,0.01946010904811032,0.000225449563484202
2.320140543860275e-05,0.03106135106106721,0.0,0.0,0.0004842125120999519,0.020863486394978693,0.04855502066650789,0.056214724816015464,0.0,0.00878660018902659,0.0023138146324540227,0.0
0.0,0.025629363374753484,0.0006614813072841212,0.0,0.014651444791357032,0.0,0.0023906794160088434,0.05456861948265479,0.17892122919473955,0.03161530457959044,0.0,0.008458604981706084
0.0,0.003138726687767542,0.0008174800882067961,0.0,0.018382518407278243,0.0,0.004942125929246491,0.0015179178694833264,0.0,0.004239664454110813,0.0010181448008298143,0.0010057824828428171
1.1985750550478481e-06,0.00714194341760391,0.024538757270836528,0.0,0.02254617941946354,0.0,0.010018815969178137,0.0,0.012172085632549996,0.0,0.0,0.000598789621520643
0.0,0.03004224881770547,0.0030089879581402077,0.027571250080557247,0.0,0.0,0.017480473781480713,0.10200906911191603,0.020870910464227482,0.0,0.0,0.0036002079164492717
0.0,0.023134859485599003,0.1911433921857006,0.0,0.004210017033973303,0.0,0.006509013485034806,0.011143574147684725,0.005507436936525539,0.0,0.0,7.55563155978586e-05
0.008436308766016651,0.03426439100331074,0.001865973846521786,0.009076833156782366,0.08544733333612735,0.015538547402848853,1.1538136386678556e-05,0.004644997293203724,0.0037309477295197997,0.028532835896719358,0.07388684589452453,0.0
0.0,0.045547582414385626,0.0,0.0,0.022431650942586076,0.004626141232254659,0.009747270049188465,0.0,0.0,0.0,0.023523959493356946,0.004789853448676844
1.927785883710719e-06,0.02410505739894257,0.012260823175878392,0.0,0.026441508152089333,0.002520216755084364,0.07117446680505622,0.0,0.010913692332227732,0.0,0.0,0.0
0.0,0.0,0.0061992751888028785,0.005212161028266283,0.004159771311315415,0.0026844885244098568,0.034394391739669926,0.004158047725732829,0.021994517362552417,0.0,0.0,0.01358963690400124
3.5373210287083623e-06,0.0011164538300779449,0.006064146214293914,0.0,0.01565122153017051,0.0,0.02212100150108244,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.004890417003297851,0.0,0.0,0.0,0.08767874584109034,7.672375206907408e-05,0.04081021115324136,0.0,0.0,0.0
6.55520042308008e-06,0.00012691903769907823,0.01774399542837107,0.0,0.0,0.0,0.07882899116217454,0.005289098576972168,0.08339851656082452,0.03841296997937682,0.03520793903112955,0.00214154486848821
3.2812472180700323e-06,0.060645176359515676,0.020269063129375382,0.0,0.027791413633046696,0.00014777363713224916,0.036485747245420815,0.027996568368349403,0.015344245337544412,0.0,0.0,0.0
1.6220654720773054e-05,0.006133547087525287,0.0077330085199832765,0.0,0.0017509173816243626,0.0032041763681675025,0.004781224879313342,0.0,0.0,0.0005238923271828679,0.0016737763677828798,0.0
4.429860886376099e-06,0.0,0.0,0.0,0.00638464675846641,0.0,0.02885108401269024,0.11145335553810082,0.003095517718336701,0.07939871182673568,0.02042575911267983,0.0
0.0,0.0,0.0014858482450009482,0.0004065917284675605,0.07290795856897683,0.0,0.0,0.0062249095021611744,0.017608259288979692,0.0,0.0,0.0
0.0,0.08733086793400695,0.0,0.0,0.0,0.0006890770049879341,0.0,0.0,0.0,0.0,0.04163659389163633,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1184104287398309,0.0,0.01740123122483014,0.0,0.0,0.0
0.0,0.0340614409742483,0.0,0.01196819594276432,0.0262449867499861,0.004408096855886811,0.03580185585115596,0.0025895938947494467,0.00398884184401895,0.0,0.05289001079777379,0.0004149187071556327
0.0,0.08275058490757184,0.0,0.002720872522497667,0.03787905588384921,0.0,0.00591164713275827,0.0,0.00099137028098455,0.0,0.008404164988360045,0.0024282684594091387
0.0,0.0,0.0003584717209932193,0.0,0.012408538207720985,0.0,0.0,0.0,0.015009647463545849,0.0,0.10058214098518083,0.0
0.0,0.01642407493106335,0.003675003467491468,0.03000664585848727,0.0,0.0,0.0,0.27173603428251775,0.029706591341479988,0.022900521431996473,0.0,0.026339081996777605
0.0,0.0,0.0009257903503077608,0.0,0.20595309162419492,0.001086643483304024,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0009152027987530647,0.0,0.0,0.0,0.0,0.0,0.0,0.012745762755715435,0.2148648356954423,0.0
1.4374300926298928e-05,0.010563040624377075,0.0,0.004116204090127266,0.05336595429769724,0.004113124256008936,0.0,0.0,0.0,0.0,0.12423372900644174,0.0
1.0140850557254226e-06,0.09359878490405857,0.0,0.0,0.0,0.0,0.0,0.0020662930148174457,0.009027125481108237,0.0,0.0,0.0
1.2790511500297753e-07,0.015447463644445098,0.0025777851644265388,0.0,0.0,0.0,0.06797912424869779,0.03334356319801166,0.07454112737830138,0.003952947584535416,0.0,0.0
0.0,0.053781547835115205,0.0,0.0026600983573262576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025851091882255262
0.32555267521375164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08244977518161328,0.0,0.0,0.013761105663043297,0.0,0.0,0.014352702336284304,0.0013792360959477927,0.0,0.0010615110162827293,0.004301296631377621
0.0,0.0,0.0002540239429442252,0.0,0.0033181878625204997,0.003491099196934965,0.0207678314048296,0.0018957753856953838,0.0024017804581932724,0.005035843396514472,0.15699708209011565,0.0
0.0,0.028829875914296484,0.0,0.0,0.09180954093470936,0.006888875327479651,0.002140280044774327,0.0,0.06328355090771834,0.0,0.017745179960571716,0.04257811385208447
0.0,0.004042881978217633,0.0,0.24338925227236324,0.0,0.09824244184729419,0.008011998135125774,0.005251026906559345,0.0,0.0,0.01940324831498594,0.0009777157201562043
0.0,0.0,0.0,0.0,0.0,0.039912623735483155,0.0,0.008748507054183136,0.0,0.03501445647632962,0.11406055464672969,0.0
3.3255061969512157e-06,0.029948244003850474,0.0,0.0,0.00336208160630199,0.0,0.044388763643371194,0.0019655031293654007,0.13333388278666533,0.0,0.0,0.0
0.0,0.004845130608559698,0.0,0.0010735181786671766,0.01668967800518478,0.0,0.003963302763026009,0.006640024209107815,0.005081976817691723,0.017073799261944484,0.006124008480067396,0.01944034732892837
0.0,0.04547671270947092,0.0026428448716511958,0.0006038550149602419,0.040038610490248566,0.0,0.0,0.004289977443393811,0.090227973027572,0.015564805874575401,0.0,0.013113876455921667
0.0,0.020641390240467367,0.022969159866377358,0.13161044459418603,0.0,0.0,0.018323836135313427,0.0,0.0193111499276196,0.04971941655692311,0.0,0.002379139775843002
0.0,0.030189889118811597,0.04504780603321035,0.0,0.0031560892660537064,0.027272499347236488,0.05052193470846902,0.0,0.0,0.0,0.0,0.0
7.587154793545164e-07,0.011400658631002326,0.0028314050139059354,0.0010156645213121357,0.0004886666502449135,0.03191117755273299,0.02923909820192231,0.0,0.0,0.0,0.0,0.0034837771952754984
0.0,0.0,2.377775854707306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.018028822496931995,0.17573876133307312,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.011448802731344491,0.0,0.0,0.00042839045523025585,0.1707888813182185,0.0
0.0,0.021311470150250866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281828756854227,0.0
0.0,0.0,0.0004083847433225703,0.0,0.0,0.0,0.0,0.0,0.0,0.028807250277507874,0.1789972626509088,0.0
1.923070201736085e-06,0.010743996629398353,0.00317823801109496,0.0,0.0,0.0,0.10360075622905644,0.0,0.0,0.013849495663109309,0.058396603040307374,0.0
0.0,0.0025253874127684735,0.0,0.0,0.0,0.0069100953285397395,0.04905633118939577,0.0,0.0,0.00927395506049028,0.11664120626902617,0.0
0.0,0.008471170001714516,0.0032697408581944935,0.0003763829034617738,0.0,0.013654520251643156,0.01146621793841757,0.0,0.0,0.010046472760280136,0.1803115710927957,0.0
0.0,0.0,0.036051658270170366,0.0,0.0,0.0033459025446206598,0.03209686267354404,0.0,0.0,0.00047528571866368676,0.0,0.0
0.0,0.0,0.0019974468709229374,0.0,0.0,0.0,0.0,0.0,0.0,0.002731310376653709,0.22160792320425604,0.0
1.1793561277469823e-06,0.06478681677116263,0.0,0.0,0.005676385978442151,0.0,0.0,0.0,0.003842915444221925,0.0016068575742580107,0.0,0.0
0.0,0.00697579565078678,0.03007867059201689,0.002495617625604455,0.07582683616212063,0.0,0.0,0.03703941508492859,0.0,0.010747491165435417,0.0,0.010147464093802233
1.7398319157794263e-06,0.0,0.0,0.0,0.0,0.006688197726019108,0.07886997913626057,0.013275872647728044,0.026917162776675593,0.01949272623515122,0.07382915115884059,0.002430310713590395
0.0,0.06543741407821187,0.0,0.004800932048869892,0.0,0.0,0.02425920398735813,0.0178272894102384,0.0008261382181878543,0.020486999848511482,0.0,0.0
0.0,0.01664224576810167,0.0,0.0,0.0,0.0,0.0,0.011406592155346411,0.0,0.017727441826612032,0.0,0.31865383162349936
0.0,0.0,0.0,0.006914576939799137,0.06182016369473738,0.02240083143642711,0.018604357929870235,0.001929231690662665,0.189444213782734,0.019530632875239026,0.024477244291474912,0.0
6.742228283941324e-06,0.0,0.0,0.0005097234026946864,0.034164370691646025,0.0,0.038425666228135875,0.05032743969458364,0.017545727515450332,0.10911830497762642,0.030939022907836577,0.0
0.32555267521375164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.952464105141478e-05,0.021859254948869693,0.0,0.0,0.0,0.006710502458447175,0.07691057535263905,0.0,0.0,0.0,0.05937353159451809,0.0
4.126092836124287e-06,0.026727517783878687,0.0,0.0,0.005079713671368963,0.0002769099587490314,0.0949413450994009,0.0,0.0,0.0,0.004521539848553654,0.0061648210151336365
0.0,0.07835255462510393,0.0,0.008649885229839236,0.0,0.0,0.017887331240608113,0.0043651125385723005,0.01373496368858661,0.008439368716361733,0.0,0.0
1.6105225840327408e-06,0.05810818799170969,0.0,0.008677824440765142,0.0843729931661489,0.0,0.0,0.0,0.018536241630815724,0.0,0.06332253321516615,0.0
0.0,0.10208392557063502,0.002670258469486501,0.0009014975283768712,0.0,0.0,0.008294314565939294,0.0,0.0,0.005484860005521095,0.038159098303595915,0.0
0.0,0.044858098924678,0.04373016685827242,0.000604358412788444,0.06531051896404873,0.000812675603931026,0.010943664547944612,0.0,0.030224082506709493,0.0,0.02844853502390228,0.01856811994276122
0.0,0.0,0.0,0.0006077737929079179,0.07682519444476957,0.018072628850556768,0.017430685487940547,0.0011715592576519295,0.0,0.025029163154124873,0.09604992644208317,0.0
5.306757192794047e-06,0.0,0.0,0.0017205001909941795,0.07810865525069594,0.0,0.001290407816283327,0.002512376357790403,0.16102194877690126,0.0,0.0,0.0
0.0,0.0,0.429433874361454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03366290112834096,0.0013849609488964683,0.0,0.0167106268702874,0.0035782680732462735,0.013772990375355723,0.0,0.0076673293595368236,0.0,0.06618449541759963,0.0
5.559124602218322e-06,0.04167883397856821,0.03834371293643366,0.0,0.01750698390712192,0.0,0.08585209839046788,0.0,0.0,0.010857809758569674,0.0,0.0
0.0,0.02398268063843595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433487254934552,0.0,0.008551814204139233
0.0,0.004582128549746551,0.0,0.021449571442547343,0.0,0.03113531423168021,0.037664166003844146,0.20663520076526465,0.010067826889680536,0.0,0.0,0.0033723391605019084
9.691995911776018e-06,0.0,0.0001543431465762054,0.0,0.0,0.0,0.0,0.0,0.0,0.011818697977053042,0.1511696774890973,0.0
0.32555267521375164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.989196444360375e-06,0.04090974500032254,0.10790366714377055,0.002171233128093156,0.0,0.0,0.014630229372680166,0.0,0.0,0.00468809653108866,0.05463471079897198,0.001810469566722557
7.1168349488490806e-06,0.01702710666821942,0.029380858492976704,0.0,0.002199074035146278,0.0,0.024767496631168267,0.0010316905146688,0.001447108604725236,0.0,0.0,0.0
4.230248810672161e-06,0.018865542594333897,0.0,0.000581181257876184,0.005068515401821976,0.06404236326700237,0.07752277719527094,0.02225056993516806,0.0023276416249310675,0.0,0.0,0.0
0.0,0.06970343102240888,0.0,0.0,0.0,0.0,5.7964281767151796e-05,0.0,0.00884145298391685,0.0,0.07421104384689736,0.0
2.3839576884642405e-05,0.011663267751739145,0.0,0.0,0.016717436844471984,0.00031342858839819994,0.06149970979108421,0.060264108460695284,0.01585190245197469,0.0,0.0,0.0
0.0,0.009085463098310554,0.0,0.0012785683762980829,0.10612901245750474,0.003905477129582084,0.0,0.0,0.038130666616718566,0.0,0.05721990582595114,0.0
